BusStationName,Latitude,Longitude
"Machohalli Colony,MACHOHALLI,BESIDE RESIDENTIAL AREA",12.996978,77.451779
Machohalli Cross,12.990937,77.454489
Forest Gate,12.991735,77.458981
Chikkagollarahatti,12.991455,77.46577
Gollarahatti,12.988276,77.473524
College Stop Gollarahatti,12.986112,77.478192
"Kachohalli,KACHOHALLI,BESIDE ASHWATHA KHATTE",13.000161,77.470727
Kachohalli Cross,12.990442,77.468997
"Bylakonenahalli,BYLAKONDANAHALLI,IN FRONT OF WATER TANK",13.010958,77.459919
"Chikkamaskal,OPPOSITE OF GOVERNMENT SCHOOL",12.920058,77.330118
"Bairegowdana Palya Cross,IN FRONT OF WATER TANK",12.918893,77.323676
"Gowdana palya,IN FRONT OF ARALIMARA",12.927222,77.318491
"Adikamaranahalli,IN FRONT OF MARAMMADEVI TEMPLE ARCH",12.947366,77.309621
"Shanubhogana Halli,THIPPAGONDANAHALLI,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL",12.961587,77.325034
"Thippagondanahalli Quarters,THIPPAGONDANAHALLI,OPPOSITE OF MARUTHI TAILORS",12.952803,77.335727
"TGHalli TB Gate,THIPPAGONDANAHALLI,IN FRONT OF T.B.GATE",12.962481,77.343009
"Gangappana halli,IN FRONT OF MILK DAIRY",12.958183,77.351785
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF MARAMMA TEMPLE",12.960431,77.359498
"Marenahalli,MARENAHALLI,BESIDE RESIDENTIAL AREA",12.973206,77.361446
"Devamachohalli,DEVAMACHANAHALLI,OPPOSITE OF ANJANEYA TEMPLE",12.966645,77.37944
"Tavare Kere Magadi Road,TAVAREKERE,IN FRONT OF MARUTHI MEDICALS",12.965849,77.400043
"Ganesha Temple Tavarekere,TAVAREKERE,IN FRONT OF GANAPATHI TEMPLE",12.967086,77.403183
"Sub Register Office,LAKKUPPE,IN FRONT OF LAKSHMI VENKATAESHWARA PROVISION STORE",12.970043,77.409946
"Channadasi Palya,CHANNENADASI PALYA,BESIDE OPEN AREA",12.97089,77.414727
"Honnagana Hatti,HONNAGANA HATTI,IN FRONT OF BYLANAJANEYA ENTERPRISES",12.974304,77.421191
Channenahalli,12.97804,77.430649
"Hamsa Farm,HAMSA FARM,BESIDE OPEN AREA",12.981782,77.439622
"Sigehalli Gate,SIGEHALLI,IN FRONT OF NANJUNDESHWARA STORE",12.984204,77.443973
Kadabagere Cross,12.989048,77.449311
"Biskur,IN FRONT OF VETERINARY HOSPITAL",13.08719,77.141863
"Sanjeevana Palya,BESIDE OPEN AREA",13.08313,77.150035
"MARURU,IN FRONT OF SOWMYA SHREE PROVISION STORE",13.056998,77.1595
"Shivanasandra,IN FRONT OF ASHWATHA KATTE",13.023596,77.164049
"Kaleri,OPPOSITE OF GOVERNMENT SCHOOL",13.008874,77.168234
"Kalya Gate,MAGADI,IN FRONT OF GANESHA TEMPLE",12.957953,77.221382
"Magadi,MAGADI,OPPOSITE OF TATA PRERANA MOTORS",12.952126,77.227505
"Maralagondalu,MARALAGONDALA,IN FRONT OF MUTURAYASWAMY TEMPLE",12.947514,77.271235
"Varadenhalli Hand Post,OPPOSITE OF GANGADHARESHWARA TRADERS",12.954979,77.31269
Magadi,12.9555,77.227228
Govt First Grade College,12.9604,77.23097
BELAGUMBA,12.994906,77.246423
CHALUVAIAHANPALYA,12.992185,77.264637
Gollarapalya,12.975269,77.279334
Thagachuguppe,12.959964,77.29027
Shanubhogana Halli,12.961272,77.324791
Helige Halli Colony,12.876179,77.206741
Heligehalli Gollarahatti,12.880314,77.19202
"Kenchanapura,KENCHANAPURA,IN FRONT OF ABAYA ANJANEYA TEMPLE",12.954011,77.450685
"Kannalli,KANNALLI,BESIDE RESIDENTIAL AREA",12.966307,77.458945
"Yale Kodigehalli,ELE KODIGE HALLI,IN FRONT OF M.V.ENTERPISES",12.977321,77.464048
"Yale Kodigehalli Colony,KODIGEHALLI,IN FRONT OF SRIDEVI CONDIMENTS",12.980799,77.466773
Gnanashakti Nagar,12.985245,77.458568
Ashraya Badavane,12.98861,77.47259
Bharathnagar 2nd Stage,12.97864,77.47786
Bharath Nagara 1st Phase,12.98237,77.48021
Anjananagar Gollarahatti,12.986318,77.488667
Herohalli Cross,12.987689,77.493543
Sunkadakatte,12.990278,77.503917
Laxmaiah Badavane,12.980806,77.464387
Laxmaiah Badavane Cross,12.989998,77.469636
"Seegehalli,SIGEHALLI,IN FRONT OF SAMUDAYA BHAVANA",12.972738,77.449209
"Kenchanapura,KENCHANAPURA,IN FRONT OF LAKSHMI PROVISION STORE",12.957385,77.450085
"Savanadurga,BEHIND LAKSHMINARASIMHA SWAMY TEMPLE",12.915593,77.297442
"Nayakanapalya,IN FRONT OF PUMP HOUSE",12.903763,77.281209
"Guddadahalli,BESIDE OPEN AREA",12.915293,77.268516
"Gavi Nagamangala Cross,IN FRONT OF BASAVESHWARA TEMPLE ARCH",12.936098,77.24333
"Magadi,IN FRONT OF PUSHPAGIRI BAKERY & SWEETS",12.951248,77.237382
Bramha Devara Gudda,12.9748,77.47533
Madeshwara Nagara,12.99218,77.4943
"Annapoorneshwari Nagara,ANNAPOORNESHWARI NAGARA,NEAR ANNAPOORNESHWARI BAKERY",12.980559,77.506866
"Kebbala,SUNKADA KATTE,IN FRONT OF RENUKA BAR & RESTAURANT",12.987446,77.504416
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF PRIMARY SCHOOL",12.960416,77.35959
"Yelachaguppe,YELACHAGUPPE,IN FRONT OF ANJANEYA TEMPLE",12.958951,77.421258
"Doddamarana Halli,IN FRONT OF MARAMMA TEMPLE",12.930546,77.382818
"Jodi Aladamara,NEAR JODI ALADAMARA",12.940036,77.377766
"Puradapalya,IN FRONT OF ALADAMARA",12.947106,77.381158
"Peddanapalya School,TAVAREKERE,OPPOSITE OF GOVERNMENT SCHOOL",12.959651,77.389325
"Bychakuppe Gate,TAVAREKERE,IN FRONT OF WATER TANK",12.967684,77.388597
"Ganakkal,TAVAREKERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.957369,77.382199
"Karekal Palya,BESIDE OPEN AREA",12.93399,77.381482
"Ramohalli,RAMOHALLI,IN FRONT OF WATER TANK",12.907323,77.417983
"Maragondanahalli Cross,MARAGONDANAHALLI,IN FRONT OF ASHWATHA KATTE",12.922127,77.416875
"Muddayyanapalya,OPPOSITE OF GOVT. SCHOOL",12.931957,77.41718
"Gulaganjanahalli,GULAGANJANAHALLI,IN FRONT OF MARAMMA TEMPLE",12.936863,77.418746
"Halabavi Palya,GULAGANJANAHALLI,IN FRONT OF GOVT. SCHOOL",12.942015,77.415706
"Eshwara Temple,OPPOSITE OF ESHWARA TEMPLE",12.953455,77.411652
"Puttaiahna Palya ,OPPOSITE OF MILK DAIRY",12.95652,77.410642
"Manchenahalli,MANCHENAHALLI,BESIDE MILK DAIRY",13.034967,77.357828
"Gowdana palya,POOJAIEN PALYA,BESIDE OPEN AREA",13.029205,77.35997
"Ajeez palya,BOLAMARANAHALLI,BESIDE PROVISION STORE",13.027181,77.367037
"Sondekoppa,SONDEKOPPA,BESIDE GRAMA PANCHYATH OFFICE",13.019907,77.384248
"Mallasandra,MALLASANDRA,BESIDE SRI RUDRESHWARA PROVISION STORE",13.002758,77.394037
"Metipalya,METTI PALYA,BESIDE SOCIETY",12.994148,77.402166
"Varthuru,VARTHURU,BESIDE MARAMMA TEMPLE",12.985597,77.402066
"Jettipalya,TAVAREKERE,BESIDE OPEN AREA",12.969923,77.3994
"Gollahalli,IN FRONT OF GOVT. SCHOOL",12.893727,77.361349
"Suliwara,IN FRONT OF GOVT. SCHOOL",12.903012,77.362116
"Kurubara Palya,OPPOSITE OF WATER TANK",12.91147,77.362706
"Kurubarapalya Cross,CHANDRAPPA CIRCLE,OPPOSITE OF WATER TANK",12.914125,77.367346
"Giddenahalli,GIDDENA HALLI,IN FRONT OF ARALI KATTE",12.992586,77.418069
"Maimanapalya,MAHIMANNANA PALYA,IN FRONT OF ANJANEYA TEMPLE",12.985744,77.427334
"Huluvenahalli,IN FRONT OF MILK DAIRY",12.919498,77.365388
"Huluvenahalli Gate,BESIDE OPEN AREA",12.920026,77.368565
"Kudu Siddanapalya,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.932562,77.371633
"Gangena Halli,GANGENAHALLI,BESIDE SRI MARAMMA DEVI PRASANNA TEMPLE",12.983344,77.392886
Gangenahalli Cross,12.97263,77.40012
"Jogerahalli,JOGERAHALLI,IN FRONT OF KAALA BYRAVA TEMPLE",12.985508,77.374244
"Jogerahalli Cross,JOGERAHALLI,BESIDE OPEN AREA",12.974623,77.37389
Karikallu,12.974212,77.373977
Devamachohalli,12.966676,77.379386
Byachaguppe Gate,12.96765,77.388576
"Hunnigere,HUNIGERE,BESIDE MARAMMA TEMPLE",13.032896,77.396361
"Gerahalli,GERAHALLI,BESIDE RESIDENTIAL AREA",13.037094,77.390691
"Mantanakurchi,MANCHANKHURKI,BESIDE ANJANEYA TEMPLE",13.044025,77.384894
"Kanuvanahalli,KANUVANA HALLI,BESIDE WATER TANK",12.994878,77.364527
"Nagasandra Palya,NAGASANDRA PALYA,BESIDE MARAMMA TEMPLE",13.001473,77.377716
"Banasawadi,BANASAWADI,BESIDE ANGANWADI KENDRA",13.014734,77.365467
"Soladevana Halli,SOLADEVANAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.006843,77.351199
"Lakshmipura,LAKSHMI PURA,IN FRONT OF MARAMMA TEMPLE",12.989609,77.383071
"Hosa Palya Gate,HOSAPALYA,BESIDE OPEN AREA",12.983592,77.387218
"Bychakuppe,BAYCHAGUPPE,BESIDE RESIDENTIAL AREA",12.969782,77.388576
"Annekarana Halli,ATHIMGERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.869676,77.270038
"Athimagere Village,Manchanabele",12.870613,77.278888
"Athimgere Gate,ATHIMGERE,IN FRONT OF ARCH SHANIMAHATHMA TEMPLE",12.874664,77.283469
"Matha,MATHA VILLAGE,IN FRONT OF WATER TANK",12.881207,77.291671
"Matha Gate,NEAR ANJANEYA TEMPLE",12.888903,77.293668
"Dabbaguli,Dabbaguli,IN FRONT OF ANGANAVADI KENDRA",12.890788,77.322756
"Dabbaguli Cross,Dabbaguli",12.879728,77.316198
"Dodderi Grama,DODDERI VILLAGE,OPPOSITE OF GOVERNMENT SCHOOL",12.866371,77.378208
"Mayasandra,MAYASANDRA,IN FRONT OF ARALIMARA",12.876708,77.377444
"Donnenahalli,DONENAHALLI,IN FRONT OF GOVERNMENT SCHOOL",12.884411,77.375162
"Aralimarada Palya,IN FRONT OF WATER TANK",12.930401,77.364793
"Madapatna,IN FRONT OF GOVERNMENT FAIR PRICE DEPOT",12.932835,77.360756
"Hosapalya,BESIDE OPEN AREA",12.950389,77.357436
Kallur,12.945926,77.318094
TGHalli,12.952276,77.335393
T B Cross,12.962513,77.342892
Gangappana halli,12.958162,77.351799
"Andrahalli,ANDARAHALLI,BESIDE GANDHI ENTERPRISES",13.007903,77.484945
"Vidyamanyanagar,VIDHYAMANYA NAGARA,BESIDE S.G.T.MOTORS",13.004662,77.487416
"Herohalli,HEROHALLI,BESIDE SRI MUTTAPPAN BAKERY",12.991506,77.487523
Upkar Badavane,12.96038,77.48346
Muddana Palya,12.966375,77.487767
"Gidadakonenahalli,Muddanapalya",12.974596,77.487792
East West College Cross,12.985528,77.486296
Bhavani Nagara 2nd Stage,12.95583,77.48695
"Sripathi Halli,IN FRONT OF PRIMARY SCHOOL",12.962614,77.167878
Nagarabhavi 9th Block,12.96868,77.51026
D Group Employees Layout,12.978245,77.498576
Eerannapalya Sunkadakatte,12.975567,77.497678
"D Group Employees Layout Cross,Annapoorneshwari Nagara,Image Granites",12.969993,77.49656
ITI Layout Mallathalli,12.968819,77.500034
"Ravuthanahalli,RAVUTHANAHALLI,BESIDE LAKSHMIDEVI TEMPLE",13.026635,77.42383
"Chamundi Nagara Magadi Road,SHANTHI NAGARA,BESIDE OPEN AREA",13.019914,77.421937
"Devananjayyana Palya,CHAMUNDI NAGARA,BESIDE OPEN AREA",13.014597,77.420426
"Kittanahalli,KITTANAHALLI CROSS,BESIDE OPEN AREA",13.009226,77.421586
"Betta Halli Gate,BETTAHALLI CROSS,BESIDE GANESHA TEMPLE",13.008197,77.434856
"Byandana Halli,BYANDHALLI,BESIDE GOVERNMENT PRIMARY SCHOOL",13.005985,77.44228
"Byandana Halli Colony,BYANDHALLI COLONY,BESIDE RESIDENTIAL AREA",13.003304,77.442383
Janapriya Town Ship,12.999096,77.442805
Mutturayaswamy Temple Magadi Road,12.991984,77.442659
Kadabagere Gate,12.989075,77.449564
"Kadabagere ,KADABAGERE,IN FRONT OF ANJANEYA TEMPLE",12.996921,77.433109
"Bettenahalli ,BETTAHALLI,BESIDE ANJANEYA TEMPLE",13.016946,77.437168
"Vaddarahalli BMTC Training Centre,VADDARAHALLI,BESIDE OPEN AREA",13.019885,77.44844
"Junction of Vaddarahalli,VADDARAHALLI,BESIDE RESIDENTIAL AREA",13.014847,77.447047
"Vaddarahalli,VADDARAHALLI,BESIDE RAMYA PROVISION STORES",13.014647,77.449536
"Jn of Vaddarahalli,BETTAHALLI COLONY,BESIDE LAKSHMI VENKATESHWARA PROVISION STORE",13.015423,77.44314
"Avarehalli,AVERAHALLI,BESIDE SRI ANJANEYA SWAMY TEMPLE",13.034908,77.416012
"Averehalli Cross,AVERAHALLI CROSS,BESIDE OPEN AREA",13.033374,77.42188
"Ravuthanahalli,RAVUTHANAHALLI,BESIDE SRI BASAVESHWARA TEMPLE",13.026687,77.423926
"Kittanahalli,KITTANAHALLI,BESIDE PLAYGROUND",13.008732,77.428222
"Baleveerana Halli,BALEVEERANA HALLI,BESIDE GOVT. PRIMARY SCHOOL",13.018526,77.393921
"Kammasandra,KAMMASANDRA,BESIDE ASHWATHA KHATTE",13.034337,77.439426
"Kammasandra Colony,Kammasandra ,Near Lakshmi Temple",13.029914,77.439022
Kamadhenu Kshethra,13.025678,77.447634
"Ganesha Circle,Kammasandra,Near Sri Raghavendra Swamy Temple (Brundavana)",13.025697,77.454627
"Madanayakanahalli,MADANAYAKANAHALLI,BESIDE USHA BAKERY AND SWEETS",13.060624,77.461264
"Siddana Hosahalli,SIDDANNAHOSAHALLI,BESIDE ASHWATHA KHATTE",13.057189,77.460274
"Dombarahalli,DOMBARAHALLI,BESIDE ASHWATHA KHATTE",13.049356,77.45991
Rajeshwari Nagara,13.045306,77.461321
"Laxmipura,LAKSHMIPURA,BESIDE OPEN AREA",13.037773,77.461245
"Kadirenahalli Village,KADIRENAHALLI,BESIDE RESIDENTIAL AREA",13.041768,77.448242
Annapoorneshwari Nagara,12.98073,77.50679
"KG Lakkenahalli,K.G.LAKKENAHALLI,BESIDE ASHWATHA KHATTE",13.016052,77.456492
"Jyothinagar,JYOTHI NAGARA,BESIDE RESIDENTIAL AREA",13.023706,77.458932
"Kammasandra,K.G.LAKKENAHALLI CROSS,BESIDE RAVAPACK INDUSTRIES",13.025748,77.459433
"Gangondanahalli Cross,LAKSHMIPURA CROSS,BESIDE OPEN AREA",13.029069,77.46461
"Gangondanahalli,GANGONDANAHALLI,BESIDE ASHWATHA KHATTE",13.021677,77.467641
"Gangondanahalli Colony,GANGONDANAHALLI COLONY,BESIDE RESIDENTIAL AREA",13.024398,77.470934
"Shanthinagara,SHANTHI NAGARA,BESIDE ASHWATHA KHATTE",13.026255,77.4731
"Thippenahalli Cross,TIPPENAHALLI CROSS,BESIDE WATER TANK",13.029472,77.483724
"Indiranagar Tumkur Road,INDIRA NAGARA,BESIDE SNEHA CERAMICS",13.027715,77.493765
"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE GANAPATHI TRADERS",13.029083,77.497871
"Nelagedaranahalli,NELAGADARAHALLI,BESIDE SANTOSH ELECTRICALS",13.031551,77.503455
"Om timber,H.M.T.LAYOUT CROSS,BESIDE OPEN AREA",13.033735,77.504086
"Nagasandra Cross,NAGASANDRA CROSS,BESIDE ANNAPOORNESHWARI TRADERS",13.038584,77.504465
"Rukmini nagara,RUKMINI NAGARA,BESIDE KANVA BAZAAR",13.040899,77.504771
"8th Mile T Dasarahalli,8TH MILE,BESIDE PETROL BUNK",13.045551,77.505438
Magadi Road TollGate,12.973678,77.549978
"Krishnarajendra Market,KR MARKET,OPPOSITE TO JAMMA MASJID",12.963764,77.57917
"Ghanigara Halli,GANIGARAHALLI,BESIDE ANGANAWADI KENDRA",13.089076,77.510265
"Chikka Banawara Sante Beedi,CHIKKA BANAVARA,BESIDE SUMUKHA SWEETS & JUICE",13.080349,77.502446
"Chikkabanawara Railway Gate,CHIKKA BANAVARA,BESIDE RAILWAY STATION",13.075459,77.504739
"Janapriya Apartments,JANAPRIYA APARTMENTS,BESIDE S.K.MEDICALS & GENERAL STORE",13.07326,77.503134
"Sapthagiri College Chikka Banawara,KIRLOSKAR LAYOUT,BESIDE SAPTHAGIRI COLLEGE",13.066732,77.503339
"Bone Mill,BONE MILL,BESIDE OPEN AREA",13.063909,77.505196
"Bagalagunte,BAGALAGUNTE,BESIDE HOTEL ELITE",13.057023,77.507248
"Widia School Bagalagunte,T.DASARAHALLI,BESIDE NANDINI TRADERS",13.051209,77.507887
"Kudhurgere Madhanayakanahalli,KUDREGERE,BESIDE GOVERNMENT PRIMARY SCHOOL",13.075794,77.472429
"Kudhurgere colony Madhanayakanahalli,KUDREGERE COLONY,BESIDE ASHWATHA KHATTE",13.068271,77.476064
"Thotada Guddadahalli,THOTADAGURADAHALLI,BESIDE KARTHIK STORES",13.068146,77.489438
"Meenakshi Layout,MEENAKSHI LAYOUT,BESIDE RAJU WINES",13.065528,77.492675
"Sidedahalli,SIDEDAHALLI,BESIDE ASHWATHA KHATTE",13.062589,77.495277
"Bone Mill,BONE MILL,BESIDE MEERA BAR AND RESTAURANT",13.063836,77.504951
"Thammenahalli,THAMENAHALLLI,BESIDE GOVERNMENT PRIMARY SCHOOL",13.078609,77.489323
"Thammenahalli Palya,THAMENAHALLLI,BESIDE OPEN AREA",13.075968,77.488251
"Chikkabanavara,CHIKKA BANAVARA,BESIDE A.ONE MOBILE SHOP",13.081945,77.500285
Soundarya Layout,13.0669,77.49709
"Bireshwara Circle,SOUNDARYA LAYOUT,BESIDE FAMOUS BAKERY",13.065513,77.494016
"Rajanukunte,RAJANAKUNTE,BESIDE SRI MANJUNATHA BAKERY & SWEETS",13.172865,77.564173
"Itagalapura Cross,ITKALPURA GATE,BESIDE OPEN AREA",13.170077,77.55011
"Cable Factory Kakolu Road,CHOKKENA HALLI,BESIDE OPEN AREA",13.173987,77.540407
"Dibbur Cross,DIBBUR GATE,BESIDE AMRUTA BAKERY",13.172589,77.530151
"Seetakepanahalli Gate,SEETHAKEMPANAHALLI GATE,BESIDE OPEN AREA",13.173624,77.525372
"Seetha Kempanahalli CROSS,SEETHA KEMPANAHALLI,BESIDE OPEN AREA",13.170949,77.521652
"Koluvarayanahalli,OPPOSITE OF ASHWATHA KATTE",13.165012,77.521763
"Linganahalli,IN FRONT OF ASHWATHA KATTE",13.156477,77.52322
"Muthkur Hesaraghatta,MUTHKURU,BESIDE OPEN AREA",13.156276,77.509171
"Muthkur Hesaraghatta,MUTHKURU CROSS,BESIDE OPEN AREA",13.142957,77.502316
"Ivara Kondapura,NARKANDA PURA,BESIDE DODDAMMA TEMPLE",13.137623,77.494514
"TB Stop Tumkur Road,I.I.H.R.HESARAGHATTA,BESIDE PETTY SHOP",13.135398,77.491143
"Hesaraghatta T B Cross,T.B.CROSS,BESIDE SRI MALE MAHADESHWARA CONCRETE BLOCK",13.130376,77.484443
"Thirumalapura Gate,THIRUMALAPURA,BESIDE KISHORE STORES",13.125435,77.483675
"Hurali Chikkana Halli,HURALI CHICKKANAHALLI,BESIDE SRI LAKSHMI VENKATESHWARA BAKERY",13.115769,77.482807
Thore Nagasandra cross,13.1119,77.48193
"Tharabana Halli Choultry,THARABANAHALLI,BESIDE SAPTAGIRI STORES",13.10541,77.479307
"Tharabana Halli Hesaraghatta,TARABANAHALLI,BESIDE PETTY SHOP",13.101277,77.48098
"Soladevana Halli ,SOLADEVANA HALLI,BESIDE POLICE STATION",13.093477,77.488866
"Dwarka Nagar,DWARAKANAGARA,BESIDE AMBEMA ELECTRICALS",13.087825,77.49515
"Laggere,BESIDE BMTC MAIN BUS STAND",13.010431,77.524947
"Parvathi Nagar,PARVATHI NAGARA,IN FRONT OF S.L.J.BANGALORE",13.016327,77.520231
"MEI Colony,M.E.I.COLONY,IN FRONT OF MADHU FABS PVT LTD",13.020026,77.520621
"Laggere Cross,PEENYA 2ND STAGE, 3RD PHASE,OPPOSITE OF URBAN ECO PARK, POLLUTION CONTROL BOARD",13.022899,77.522872
"Rajagopalanagara Police Station,PEENYA 2ND STAGE, 3RD PHASE,IN FRONT OF INDOVEDIC NUTRIENTS PVT LTD",13.023626,77.521724
"Peenya 2nd stage,PEENYA 2ND STAGE,IN FRONT OF BURJI ENTERPRISES",13.011031,77.506812
"Boopa Sandra,BHOOPASANDRA,BESIDE SHIVA SAI FAST FOOD",13.042529,77.580737
"Nagashettyhalli,NAGASHETTYHALLI,BESIDE ARALI KATTE",13.041733,77.572811
"RMS,SANJAYA NAGARA,BESIDE MAMATA HOSPITAL",13.037851,77.57427
"Sanjay Nagara,SANJAYA NAGARA,BESIDE NANDINI MILK PARLOUR",13.034321,77.575696
"Geddalahalli,GEDDALAHALLI,BESIDE VINOD JEWELLERS",13.030879,77.577537
"Ashwatanagara Bhupasandra,ASHWATHA NAGARA,BESIDE ST JOHN MEDICAL CHEMISTS & DRUGGIST",13.026894,77.579892
"Gangenahalli,GANGENAHALLI,BESIDE F.M.D.RESEARCH CENTER",13.023355,77.5842
Mekhri Circle,13.014498,77.581927
Kendriya Vidyalaya CPRI,13.014651,77.575107
"MATTHAHALLI,MATTHAHALLI,IN FRONT OF POST OFFICE",13.108135,77.457306
Basappa Layout,13.107847,77.449968
"Mathahalli Cross,MATTHAHALLI,IN FRONT OF LAKSHMI BAKERY",13.110245,77.4438
"Kanva Gate,IN FRONT OF KANVA GARDEN CITY LAYOUT",13.104585,77.443826
"Vaderahalli,VADERAHALLI CROSS,IN FRONT OF KADA ANJANEYA SWAMY TEMPLE",13.099456,77.44486
"Nagaroor Cross,NAGARARU,BESIDE OPEN AREA",13.092001,77.445371
"Manthri Layout,NAGARARU,BESIDE OPEN AREA",13.084529,77.44784
"BISCUIT FACTORY,BESIDE BISCUIT FACTORY",13.080444,77.450568
"Nisarga Layout,IN FRONT OF PROVISION STORE",13.073163,77.452481
"Huskur Village,HUSKURU,IN FRONT OF MUTHURAYAPPA TEMPLE",13.124111,77.431104
"Huskur Cross,HUSKURU,BESIDE OPEN AREA",13.120552,77.423196
"Chikka Veerana Palya,HUSKURU,OPPOSITE OF LAKSHMINARASIMHA ENGINEERING WORKS",13.114224,77.431679
"Pillahalli Cross,PILLAHALLI,BESIDE OPEN AREA",13.111492,77.438263
"Vaderahalli,VADERAHALLI,IN FRONT OF BASAVANNA TEMPLE",13.099198,77.4521
"Pillahalli,PILLAHALLI,IN FRONT OF ANJANEYA TEMPLE",13.10287,77.428959
"Narasipura,NARASIPURA,IN FRONT OF GOVT. PRIMARY SCHOOL",13.109951,77.463588
"Bylanjaneya Temple,RAILWAY GOLLAHALLI,IN FRONT OF BYLANJANEYA TEMPLE",13.15019,77.409573
"RAILWAY GOLLAHALLI ARCH,RAILWAY GOLLAHALLI,IN FRONT OF WATER TANK",13.148256,77.411808
"Kuda Road uskur Cross,RAILWAY GOLLAHALLI,BESIDE OPEN AREA",13.143974,77.412316
"Hyadalu,HYADALU,IN FRONT OF GOVT. PRIMARY SCHOOL",13.139579,77.410014
"Bommshetty Halli Gate,IN FRONT OF SHANIMAHATMA TEMPLE",13.125908,77.416729
"Govinda Pura,GOVINDAPURA,BESIDE OPEN AREA",13.117889,77.460292
"Honnasandra,HONGASANDRA,IN FRONT OF MARAMMA DEVI TEMPLE",13.116935,77.447082
"Shivanapura,SHIVANAPURA,BESIDE ANGANAWADI KENDRA",13.049319,77.421494
"Thimmabhovi Palya,THIMMABOVIE PALYA,BESIDE GOVT. PRIMARY SCHOOL",13.059506,77.419227
"VINAYAKA NAGARA,VINAYAKA NAGARA,BESIDE WATER TANK",13.067608,77.420946
"GEJJAGADAHALLI CROSS,GEJJAGADAHALLI,BESIDE SRI MAHALAKSHMI CHATS CENTRE",13.071482,77.422846
"Adarsha Nagara,ADARSHA NAGARA,IN FRONT OF RESIDENTIAL AREA",13.07618,77.423705
"Arishinakunte,ARISHINA KUNTE,BESIDE PETTY SHOP",13.079494,77.424081
"Gejjagadahalli,GEJJAGADAHALLI,BESIDE GOVT.PRIMARY SCHOOL",13.060732,77.428983
"Thippenahalli Anjaneya Temple,TIPPENAHALLI,BESIDE SRI ANJANEYA SWAMY TEMPLE",13.035734,77.484392
Muniswamappa Layout,13.043941,77.490502
"Marision Factory,MORRISON,BESIDE OPEN AREA",13.050263,77.492097
"Marikuppe,MAARIGUPPE,IN FRONT OF POST OFFICE",13.042274,77.298532
"Magadi Rangappanapalya,MAGADI RANGAPPANAPALYA,BESIDE OPEN AREA",13.035982,77.299618
"Thirumalapura,THIRUMALAPURA,OPPOSITE OF ANJANEYA SWAMY TEMPLE",13.02037,77.293676
"Hosapalya,HOSAPALYA,BESIDE OPEN AREA",13.011362,77.303222
"Motaganahalli,MOTAGANAHALLI,OPPOSITE OF DAKSHAYINI ENTERPRISES",13.004958,77.311838
"Sriramapura Colony,SRIRAMAPURA COLONY (MANTAPA),IN FRONT OF PETTY SHOP",13.022838,77.312314
"GEJJAGAL PALYA,GEJJAGAL PALYA,BESIDE OPEN AREA",13.03059,77.313191
"Basavanahalli,BASAVANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL",13.038634,77.31472
"JELLI CRUSHER FACTORY,BESIDE OPEN AREA",13.045123,77.315397
"MARAMMA TEMPLE,KADU KARENAHALLI,IN FRONT OF MARAMMA TEMPLE",13.053834,77.315654
Nandagokula Nagara,13.061012,77.317926
"Mahadevapura,MAHADEVAPURA,IN FRONT OF PETTY SHOP",13.06615,77.319421
"CADBURYS FACTORY,IN FRONT OF CADBURYS FACTORY",13.063231,77.330105
"Sitha Rama Palya,SEETHARAMA PALYA,IN FRONT OF WATER TANK",13.061095,77.334566
"Yantaganahalli,YANTAGANAHALLI,IN FRONT OF GOVT. COLLEGE",13.062958,77.346212
"Karekallu Cross,YANTAGANAHALLI,IN FRONT OF TOLL PLAZA",13.068096,77.360223
"Srinivaspura,SHANTHINAGARA,IN FRONT OF INTER GARDEN INDIA PVT. LTD",13.075052,77.364898
"Shanthinagara,SHANTHINAGARA,OPPOSITE OF NANDINI HOTEL",13.078928,77.367085
"Mallara Banavadi Cross,MALLARABANAWADI,IN FRONT OF VEERABHADRA SWAMY WEIGHERS",13.082673,77.371607
"Cement Factory Nelamangala,KEMPALINAGANAHALLI,BESIDE OPEN AREA",13.089929,77.376404
"Nelmangala Bypass,NELAMANGALA,OPPOSITE OF BINDU WINES",13.097827,77.3855
"Nelamangala,NELAMANGALA,BESIDE NELAMANGALA BMTC BUS STAND",13.097985,77.393903
"Aluru,ALURU,OPPOSITE OF MILK DAIRY",13.084973,77.46563
"Hegde Devanapura,HEGGADA DEVANAPURA,IN FRONT OF ANJANEYA TEMPLE",13.075942,77.458593
"Makali,MAKALI,OPPOSITE OF S.L.R. BAKERY",13.06552,77.454456
Anche Palya,13.05487,77.480911
"Aluru Palya,ALURU PALYA,IN FRONT OF PROVISION STORE",13.097461,77.470685
